Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds)
Bose J,Ceravolo,sudden_trace_noise10_1000_ROI,500.0,2.0,,,,,,,,,,[],[499],,,00:00:08,8.0
Bose WC,Ceravolo,sudden_trace_noise10_1000_ROI,500.0,2.0,,,,,,,,,,[],[499],,,00:00:04,4.0
Earth Mover's Distance,Ceravolo,sudden_trace_noise15_1000_OIR,300.0,2.0,,,,,,,,,,[448],[499],1.0,51.0,00:00:06,6.0
Earth Mover's Distance,Ostovar,Atomic_Skip_output_Skip_2,600.0,2.0,,,,,,,,,,"[950, 1952]","[999, 1999]",1.0,48.0,00:53:36,3216.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,,,,,,,,,,500.0,50.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,,,,,,,,,,500.0,100.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,,,,,,,,,,500.0,150.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,,,,,,,,,,500.0,200.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cp,,,,,,,,,,500.0,250.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,,,,500.0,50.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,,,,500.0,100.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,,,,500.0,150.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,,,,500.0,200.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_RIO,,,,,,,,,,500.0,250.0,[],[499],,,00:00:00,0.0
Earth Mover's Distance,Ceravolo,sudden_trace_noise5_1000_RIO,500.0,2.0,,,,,,,,,,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_sw,,,,,,,,,,700.0,70.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_sw,,,,,,,,,,700.0,140.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_sw,,,,,,,,,,700.0,210.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_sw,,,,,,,,,,700.0,280.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_sw,,,,,,,,,,700.0,350.0,[],[499],,,00:00:00,0.0
Bose J,Ostovar,Nested_RIO_output_RIO,400.0,2.0,,,,,,,,,,"[940, 1932]","[999, 1999]",1.0,63.0,00:26:59,1619.0
Bose WC,Ostovar,Nested_RIO_output_RIO,400.0,2.0,,,,,,,,,,"[990, 1952]","[999, 1999]",1.0,28.0,00:20:45,1245.0
Earth Mover's Distance,Ostovar,Atomic_SerialMove_output_SerialMove_2,600.0,2.0,,,,,,,,,,"[948, 1946]","[999, 1999]",1.0,52.0,00:53:38,3218.0
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_5,,,,,,,,,,600.0,60.0,[1507.7651605231868],"[999, 1999]",,,00:00:10,10.0
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_5,,,,,,,,,,600.0,120.0,[1507.7651605231868],"[999, 1999]",,,00:00:10,10.0
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_5,,,,,,,,,,600.0,180.0,[1507.7651605231868],"[999, 1999]",,,00:00:10,10.0
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_5,,,,,,,,,,600.0,240.0,[1507.7651605231868],"[999, 1999]",,,00:00:10,10.0
Zheng DBSCAN,Ostovar,Nested_IOR_output_IOR_5,,,,,,,,,,600.0,300.0,[1507.7651605231868],"[999, 1999]",,,00:00:10,10.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IOR,,,,,,,,,,500.0,50.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IOR,,,,,,,,,,500.0,100.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IOR,,,,,,,,,,500.0,150.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IOR,,,,,,,,,,500.0,200.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IOR,,,,,,,,,,500.0,250.0,[],[499],,,00:00:00,0.0
Bose J,Ostovar,Composite_RIO_output_RIO_2,100.0,2.0,,,,,,,,,,"[946, 1952]","[999, 1999]",1.0,50.0,00:20:43,1243.0
Bose WC,Ostovar,Composite_RIO_output_RIO_2,100.0,2.0,,,,,,,,,,"[916, 2000]","[999, 1999]",1.0,42.0,00:17:05,1025.0
ProDrift,Ostovar,Composite_IOR_output_IOR,250.0,2.0,,,,,,,,,,"[970, 1974]","[999, 1999]",1.0,27.0,00:08:11,491.0
Bose J,Ostovar,Composite_ORI_output_ORI_2,500.0,2.0,,,,,,,,,,"[902, 1918]","[999, 1999]",1.0,89.0,00:29:32,1772.0
Bose WC,Ostovar,Composite_ORI_output_ORI_2,500.0,2.0,,,,,,,,,,"[912, 1908]","[999, 1999]",1.0,89.0,00:19:54,1194.0
Earth Mover's Distance,Ostovar,Nested_ORI_output_ORI_2,300.0,2.0,,,,,,,,,,"[936, 1932, 2500, 2602]","[999, 1999]",0.6666666666666666,65.0,00:32:50,1970.0
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap,,,,,,,,,,800.0,80.0,"[930.4444444444445, 1930.875]","[999, 1999]",1.0,68.34027777777777,00:00:07,7.0
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap,,,,,,,,,,800.0,160.0,"[930.4444444444445, 1930.875]","[999, 1999]",1.0,68.34027777777777,00:00:07,7.0
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap,,,,,,,,,,800.0,240.0,"[930.4444444444445, 1930.875]","[999, 1999]",1.0,68.34027777777777,00:00:07,7.0
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap,,,,,,,,,,800.0,320.0,"[930.4444444444445, 1930.875]","[999, 1999]",1.0,68.34027777777777,00:00:07,7.0
Zheng DBSCAN,Ostovar,Atomic_Swap_output_Swap,,,,,,,,,,800.0,400.0,"[930.4444444444445, 1930.875]","[999, 1999]",1.0,68.34027777777777,00:00:07,7.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,,,,,,,,300.0,30.0,[449.0],[499],1.0,50.0,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,,,,,,,,300.0,60.0,[449.0],[499],1.0,50.0,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,,,,,,,,300.0,90.0,[449.0],[499],1.0,50.0,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,,,,,,,,300.0,120.0,[449.0],[499],1.0,50.0,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,,,,,,,,300.0,150.0,[449.0],[499],1.0,50.0,00:00:00,0.0
ProDrift,Ceravolo,sudden_trace_noise5_1000_lp,50.0,2.0,,,,,,,,,,[],[499],,,00:00:20,20.0
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_RIO,300.0,2.0,,,,,,,,,,[510],[499],1.0,11.0,00:00:02,2.0
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,,,,,,,,,,700.0,70.0,[1501.8606507059546],"[999, 1999]",,,00:00:11,11.0
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,,,,,,,,,,700.0,140.0,[1501.8606507059546],"[999, 1999]",,,00:00:11,11.0
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,,,,,,,,,,700.0,210.0,[1501.8606507059546],"[999, 1999]",,,00:00:11,11.0
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,,,,,,,,,,700.0,280.0,[1501.8606507059546],"[999, 1999]",,,00:00:11,11.0
Zheng DBSCAN,Ostovar,Nested_IRO_output_IRO_5,,,,,,,,,,700.0,350.0,[1501.8606507059546],"[999, 1999]",,,00:00:11,11.0
ProDrift,Ostovar,Atomic_SerialMove_output_SerialMove_2,200.0,2.0,,,,,,,,,,[],"[999, 1999]",,,00:09:52,592.0
Earth Mover's Distance,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,100.0,2.0,,,,,,,,,,"[1348, 2490]","[999, 1999]",,,00:06:59,419.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cb,,,,,,,,,,700.0,70.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cb,,,,,,,,,,700.0,140.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cb,,,,,,,,,,700.0,210.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cb,,,,,,,,,,700.0,280.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_cb,,,,,,,,,,700.0,350.0,[],[499],,,00:00:00,0.0
Earth Mover's Distance,Ceravolo,sudden_trace_noise5_1000_IRO,100.0,2.0,,,,,,,,,,[444],[499],1.0,55.0,00:00:02,2.0
ProDrift,Ostovar,Atomic_Swap_output_Swap,150.0,2.0,,,,,,,,,,[],"[999, 1999]",,,00:08:54,534.0
ProDrift,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,250.0,2.0,,,,,,,,,,[],"[999, 1999]",,,00:06:42,402.0
Bose J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,300.0,2.0,,,,,,,,,,"[948, 1798]","[999, 1999]",0.5,51.0,00:17:26,1046.0
Bose WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,300.0,2.0,,,,,,,,,,"[1016, 1738]","[999, 1999]",0.5,17.0,00:16:21,981.0
ProDrift,Ceravolo,sudden_trace_noise10_1000_IRO,150.0,2.0,,,,,,,,,,[464],[499],1.0,35.0,00:00:14,14.0
ProDrift,Ostovar,Atomic_Skip_output_Skip,250.0,2.0,,,,,,,,,,[],"[999, 1999]",,,00:07:37,457.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,,,,500.0,50.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,,,,500.0,100.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,,,,500.0,150.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,,,,500.0,200.0,[],[499],,,00:00:00,0.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_OIR,,,,,,,,,,500.0,250.0,[],[499],,,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO,,,200.0,500.0,50.0,0.4,,,,,,"[949, 1943]","[999, 1999]",1.0,53.0,00:06:40,400.0
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO,,,200.0,500.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:03:23,203.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cf,,,300.0,400.0,,0.05,,,,,,[612],[499],1.0,113.0,00:00:04,4.0
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_2,,,200.0,500.0,,0.05,,,,,,"[1019, 2069]","[999, 1999]",1.0,45.0,00:00:18,18.0
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_5,,,400.0,700.0,,0.005,,,,,,"[982, 2035]","[999, 1999]",1.0,26.5,00:01:02,62.0
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,300.0,400.0,,0.05,,,,,,[1029],"[999, 1999]",0.6666666666666666,30.0,00:01:49,109.0
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_5,,,400.0,700.0,,0.1,,,,,,"[987, 2040]","[999, 1999]",1.0,26.5,00:00:53,53.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_RIO,,,300.0,400.0,,0.005,,,,,,[],[499],,,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_re,,,100.0,600.0,,0.0001,,,,,,[540],[499],1.0,41.0,00:00:05,5.0
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_5,,,200.0,700.0,,0.005,,,,,,"[1006, 2099]","[999, 1999]",1.0,53.5,00:00:51,51.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_rp,,,100.0,400.0,,0.05,,,,,,[548],[499],1.0,49.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pm,,,100.0,600.0,,0.0001,,,,,,[1260],[499],,,00:00:34,34.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_OIR,,,100.0,600.0,20.0,0.4,,,,,,[479],[499],1.0,20.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_OIR,,,100.0,600.0,20.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_sw,,,300.0,500.0,,0.005,,,,,,[],[499],,,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_rp,,,300.0,700.0,,0.05,,,,,,[562],[499],1.0,63.0,00:00:01,1.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IOR,,,300.0,700.0,,0.005,,,,,,[779],[499],,,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Composite_IOR_output_IOR,,,200.0,400.0,10.0,0.4,,,,,,"[969, 1790]","[999, 1999]",0.5,30.0,00:05:00,300.0
Martjushev ADWIN WC,Ostovar,Composite_IOR_output_IOR,,,200.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:03:19,199.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pm,,,100.0,500.0,,0.005,,,,,,[815],[499],,,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_sw,,,300.0,600.0,,0.1,,,,,,[],[499],,,00:00:00,0.0
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_2,,,100.0,700.0,,0.005,,,,,,"[1067, 2074]","[999, 1999]",1.0,71.5,00:01:21,81.0
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_2,,,400.0,400.0,,0.1,,,,,,"[1032, 2182]","[999, 1999]",1.0,108.0,00:00:34,34.0
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,400.0,500.0,50.0,0.4,,,,,,[949],"[999, 1999]",0.6666666666666666,50.0,00:06:20,380.0
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,400.0,500.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:03:48,228.0
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,100.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:08:12,492.0
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,100.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:06:12,372.0
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,300.0,500.0,,0.005,,,,,,[1074],"[999, 1999]",0.6666666666666666,75.0,00:00:15,15.0
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,,,100.0,500.0,,0.0001,,,,,,"[952, 2095]","[999, 1999]",1.0,71.5,00:00:29,29.0
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,,,400.0,700.0,,0.005,,,,,,"[1055, 2120]","[999, 1999]",1.0,88.5,00:01:24,84.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_sw,,,300.0,500.0,,0.0001,,,,,,[],[499],,,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency_2,,,300.0,400.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:03:31,211.0
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency_2,,,300.0,400.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:02:18,138.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_rp,,,300.0,600.0,,0.05,,,,,,[562],[499],1.0,63.0,00:00:01,1.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pl,,,100.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pl,,,100.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,,,400.0,400.0,,0.005,,,,,,[615],[499],1.0,116.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_re,,,400.0,600.0,,0.1,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IOR,,,400.0,500.0,,0.005,,,,,,[720],[499],,,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_IOR,,,100.0,700.0,,0.1,,,,,,[654],[499],1.0,155.0,00:00:01,1.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,,,400.0,700.0,20.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,,,400.0,700.0,20.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap,,,200.0,400.0,,0.1,,,,,,[],"[999, 1999]",,,00:00:10,10.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IOR,,,300.0,700.0,,0.005,,,,,,[779],[499],,,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO_2,,,300.0,600.0,20.0,0.4,,,,,,"[944, 1955]","[999, 1999]",1.0,49.5,00:09:42,582.0
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO_2,,,300.0,600.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:05:42,342.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_re,,,400.0,600.0,,0.0001,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI_5,,,200.0,600.0,,0.05,,,,,,"[979, 1986]","[999, 1999]",1.0,16.5,00:04:19,259.0
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,,,400.0,600.0,,0.005,,,,,,"[1095, 2168]","[999, 1999]",1.0,132.5,00:02:11,131.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_OIR,,,400.0,500.0,20.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_OIR,,,400.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,300.0,700.0,,0.005,,,,,,[],"[999, 1999]",,,00:00:13,13.0
Martjushev ADWIN J,Bose,bose_log,,,300.0,700.0,10.0,0.4,,,,,,"[1069, 2310, 3581, 4302]","[1199, 2399, 3599, 4799]",0.75,79.0,00:01:04,64.0
Martjushev ADWIN WC,Bose,bose_log,,,300.0,700.0,10.0,0.4,,,,,,[],"[1199, 2399, 3599, 4799]",,,00:00:48,48.0
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR,,,300.0,400.0,,0.005,,,,,,[974],"[999, 1999]",0.6666666666666666,25.0,00:00:33,33.0
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,100.0,400.0,,0.05,,,,,,"[1017, 2167]","[999, 1999]",1.0,93.0,00:00:26,26.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IOR,,,200.0,600.0,,0.05,,,,,,[647],[499],1.0,148.0,00:00:02,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,,,200.0,700.0,,0.1,,,,,,[470],[499],1.0,29.0,00:00:02,2.0
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_2,,,200.0,400.0,,0.1,,,,,,"[1032, 2182]","[999, 1999]",1.0,108.0,00:00:38,38.0
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_2,,,400.0,500.0,,0.005,,,,,,"[950, 1903]","[999, 1999]",1.0,72.5,00:00:15,15.0
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_2,,,200.0,600.0,,0.005,,,,,,[],"[999, 1999]",,,00:00:15,15.0
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,300.0,700.0,,0.0001,,,,,,[1075],"[999, 1999]",0.6666666666666666,76.0,00:00:13,13.0
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_5,,,200.0,500.0,,0.1,,,,,,"[1013, 2158]","[999, 1999]",1.0,86.5,00:00:26,26.0
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_5,,,300.0,700.0,,0.1,,,,,,"[1063, 2054]","[999, 1999]",1.0,59.5,00:01:33,93.0
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,,,100.0,700.0,,0.1,,,,,,"[1033, 2166]","[999, 1999]",1.0,100.5,00:00:50,50.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_lp,,,200.0,500.0,20.0,0.4,,,,,,[379],[499],1.0,120.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_lp,,,200.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_2,,,200.0,700.0,10.0,0.4,,,,,,"[884, 1975]","[999, 1999]",1.0,69.5,00:08:25,505.0
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_2,,,200.0,700.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:06:53,413.0
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI,,,200.0,400.0,,0.1,,,,,,[987],"[999, 1999]",0.6666666666666666,12.0,00:01:07,67.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_re,,,400.0,500.0,50.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_re,,,400.0,500.0,50.0,0.4,,,,,,[],[499],,,00:00:02,2.0
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,200.0,400.0,,0.005,,,,,,[1031],"[999, 1999]",0.6666666666666666,32.0,00:00:39,39.0
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,,,200.0,600.0,,0.05,,,,,,"[986, 2054]","[999, 1999]",1.0,34.0,00:01:13,73.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cp,,,100.0,600.0,50.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cp,,,100.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cb,,,300.0,600.0,50.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cb,,,300.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,,,300.0,700.0,,0.05,,,,,,"[1096, 2035]","[999, 1999]",1.0,66.5,00:01:44,104.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cb,,,100.0,600.0,,0.0001,,,,,,[648],[499],1.0,149.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,,,300.0,500.0,,0.005,,,,,,[521],[499],1.0,22.0,00:00:04,4.0
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,,,300.0,600.0,,0.05,,,,,,[],"[999, 1999]",,,00:00:20,20.0
Martjushev ADWIN J,Ostovar,Nested_ROI_output_ROI,,,400.0,500.0,50.0,0.4,,,,,,"[849, 1875]","[999, 1999]",1.0,137.0,00:06:21,381.0
Martjushev ADWIN WC,Ostovar,Nested_ROI_output_ROI,,,400.0,500.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:03:22,202.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_sw,,,200.0,600.0,20.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_sw,,,200.0,600.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_ROI,,,400.0,400.0,,0.1,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pm,,,400.0,600.0,,0.05,,,,,,[902],[499],,,00:00:17,17.0
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip_5,,,300.0,700.0,50.0,0.4,,,,,,"[699, 1800]","[999, 1999]",0.5,199.0,00:07:52,472.0
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip_5,,,300.0,700.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:59,299.0
Process Graph Metrics,Bose,bose_log,,,400.0,700.0,,0.0001,,,,,,"[2557, 3719, 5082]","[1199, 2399, 3599, 4799]",0.5714285714285715,139.0,00:00:41,41.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cd,,,300.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cd,,,300.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_2,,,100.0,700.0,20.0,0.4,,,,,,"[899, 1980]","[999, 1999]",1.0,59.5,00:08:23,503.0
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_2,,,100.0,700.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:05:10,310.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_RIO,,,100.0,700.0,50.0,0.4,,,,,,[],[499],,,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_RIO,,,100.0,700.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_5,,,300.0,500.0,,0.005,,,,,,[1030],"[999, 1999]",0.6666666666666666,31.0,00:00:27,27.0
