Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds)
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_re,,,200.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO_5,,,100.0,500.0,10.0,0.4,,,,,,"[954, 1942]","[999, 1999]",1.0,51.0,00:12:24,744.0
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO_5,,,100.0,500.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:07:36,456.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_rp,,,400.0,600.0,,0.0001,,,,,,[611],[499],1.0,112.0,00:00:00,0.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_OIR,,,400.0,700.0,10.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:10,10.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_OIR,,,400.0,700.0,10.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Martjushev ADWIN J,Ostovar,Composite_ROI_output_ROI_5,,,300.0,700.0,10.0,0.4,,,,,,"[824, 1940]","[999, 1999]",1.0,117.0,00:10:42,642.0
Martjushev ADWIN WC,Ostovar,Composite_ROI_output_ROI_5,,,300.0,700.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:07:32,452.0
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_2,,,200.0,700.0,,0.05,,,,,,"[1017, 2112]","[999, 1999]",1.0,65.5,00:01:20,80.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IOR,,,300.0,700.0,,0.005,,,,,,[779],[499],,,00:00:00,0.0
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,200.0,700.0,,0.0001,,,,,,[],"[999, 1999]",,,00:05:21,321.0
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute_5,,,100.0,700.0,20.0,0.4,,,,,,"[899, 2040]","[999, 1999]",1.0,70.5,00:09:39,579.0
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute_5,,,100.0,700.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:07:04,424.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pl,,,200.0,500.0,,0.1,,,,,,[],[499],,,00:00:01,1.0
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_5,,,200.0,700.0,,0.005,,,,,,"[1006, 1966]","[999, 1999]",1.0,20.0,00:02:18,138.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_IOR,,,200.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_IOR,,,200.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_rp,,,200.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:11,11.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_rp,,,200.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI_2,,,300.0,600.0,,0.05,,,,,,"[963, 1756, 3068]","[999, 1999]",0.4,36.0,00:01:41,101.0
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,100.0,700.0,,0.0001,,,,,,[1121],"[999, 1999]",0.6666666666666666,122.0,00:04:28,268.0
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_2,,,100.0,500.0,,0.1,,,,,,[2040],"[999, 1999]",0.6666666666666666,41.0,00:00:16,16.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_re,,,200.0,600.0,10.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_re,,,200.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_sw,,,200.0,700.0,,0.0001,,,,,,[],[499],,,00:00:01,1.0
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,400.0,500.0,,0.0001,,,,,,"[1098, 2054]","[999, 1999]",1.0,77.0,00:00:25,25.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cp,,,100.0,500.0,,0.005,,,,,,[],[499],,,00:00:14,14.0
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,200.0,700.0,20.0,0.4,,,,,,"[679, 1880]","[999, 1999]",0.5,119.0,00:08:44,524.0
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,200.0,700.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:05:38,338.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_ROI,,,200.0,600.0,10.0,0.4,,,,,,[349],[499],1.0,150.0,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_ROI,,,200.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cd,,,400.0,700.0,50.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cd,,,400.0,700.0,50.0,0.4,,,,,,[],[499],,,00:00:02,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IRO,,,100.0,700.0,,0.05,,,,,,[508],[499],1.0,9.0,00:00:05,5.0
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,100.0,400.0,10.0,0.4,,,,,,"[894, 1810]","[999, 1999]",1.0,147.0,00:06:49,409.0
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,100.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:04:12,252.0
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,,,200.0,400.0,,0.1,,,,,,[996],"[999, 1999]",0.6666666666666666,3.0,00:00:15,15.0
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI,,,400.0,700.0,,0.1,,,,,,"[1022, 2082]","[999, 1999]",1.0,53.0,00:01:00,60.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IOR,,,300.0,700.0,,0.05,,,,,,[654],[499],1.0,155.0,00:00:01,1.0
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,,,400.0,600.0,,0.05,,,,,,"[1140, 2130]","[999, 1999]",1.0,136.0,00:00:12,12.0
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip_2,,,100.0,500.0,10.0,0.4,,,,,,[869],"[999, 1999]",0.6666666666666666,130.0,00:10:42,642.0
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip_2,,,100.0,500.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:06:23,383.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_RIO,,,200.0,500.0,,0.05,,,,,,[624],[499],1.0,125.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_sw,,,100.0,400.0,,0.1,,,,,,[180],[499],,,00:00:01,1.0
Martjushev ADWIN J,Ostovar,Composite_OIR_output_OIR_2,,,100.0,700.0,10.0,0.4,,,,,,"[961, 1975]","[999, 1999]",1.0,31.0,00:10:52,652.0
Martjushev ADWIN WC,Ostovar,Composite_OIR_output_OIR_2,,,100.0,700.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:07:32,452.0
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,100.0,700.0,,0.1,,,,,,[],"[999, 1999]",,,00:03:53,233.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,,,200.0,500.0,,0.0001,,,,,,[],[499],,,00:00:01,1.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IOR,,,100.0,700.0,,0.005,,,,,,[779],[499],,,00:00:01,1.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_sw,,,200.0,700.0,,0.0001,,,,,,[],[499],,,00:00:01,1.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_OIR,,,200.0,600.0,20.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:11,11.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_OIR,,,200.0,600.0,20.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_5,,,300.0,400.0,,0.0001,,,,,,[2111],"[999, 1999]",0.6666666666666666,112.0,00:00:27,27.0
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,,,200.0,700.0,,0.005,,,,,,"[1060, 2163]","[999, 1999]",1.0,112.5,00:01:24,84.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IRO,,,100.0,600.0,,0.05,,,,,,[505],[499],1.0,6.0,00:00:02,2.0
Martjushev ADWIN J,Ostovar,Composite_ORI_output_ORI,,,300.0,400.0,10.0,0.4,,,,,,"[769, 1890]","[999, 1999]",0.5,109.0,00:09:45,585.0
Martjushev ADWIN WC,Ostovar,Composite_ORI_output_ORI,,,300.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:05:55,355.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IRO,,,300.0,400.0,,0.05,,,,,,[508],[499],1.0,9.0,00:00:05,5.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_re,,,400.0,400.0,,0.0001,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap,,,400.0,700.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:06:06,366.0
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap,,,400.0,700.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:02:59,179.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,,,300.0,400.0,,0.005,,,,,,[],[499],,,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_5,,,400.0,400.0,20.0,0.4,,,,,,"[909, 1990]","[999, 1999]",1.0,49.5,00:07:51,471.0
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_5,,,400.0,400.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:04:22,262.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,,,300.0,400.0,20.0,0.4,,,,,,[319],[499],1.0,180.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,,,300.0,400.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO,,,300.0,600.0,,0.005,,,,,,[1001],"[999, 1999]",0.6666666666666666,2.0,00:00:51,51.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cp,,,400.0,700.0,,0.1,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Nested_ROI_output_ROI_2,,,300.0,600.0,50.0,0.4,,,,,,"[899, 1800]","[999, 1999]",1.0,149.5,00:07:42,462.0
Martjushev ADWIN WC,Ostovar,Nested_ROI_output_ROI_2,,,300.0,600.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:18,258.0
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip,,,300.0,700.0,50.0,0.4,,,,,,"[974, 1800]","[999, 1999]",1.0,112.0,00:06:33,393.0
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip,,,300.0,700.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:03:23,203.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_IOR,,,400.0,500.0,,0.005,,,,,,[720],[499],,,00:00:00,0.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cp,,,300.0,500.0,20.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:05,5.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cp,,,300.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,200.0,500.0,50.0,0.4,,,,,,[1949],"[999, 1999]",0.6666666666666666,50.0,00:07:54,474.0
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,200.0,500.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:06,246.0
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR_2,,,400.0,600.0,20.0,0.4,,,,,,[1759],"[999, 1999]",,,00:11:17,677.0
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR_2,,,400.0,600.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:06:12,372.0
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI_2,,,100.0,500.0,50.0,0.4,,,,,,"[949, 1975]","[999, 1999]",1.0,37.0,00:11:13,673.0
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI_2,,,100.0,500.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:05:56,356.0
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,400.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:09:32,572.0
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,400.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:05:31,331.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_lp,,,300.0,600.0,,0.05,,,,,,[476],[499],1.0,23.0,00:00:01,1.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_re,,,300.0,400.0,50.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_re,,,300.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,100.0,400.0,20.0,0.4,,,,,,[1899],"[999, 1999]",0.6666666666666666,100.0,00:11:31,691.0
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,,,100.0,400.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:05:56,356.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cp,,,300.0,500.0,,0.005,,,,,,[540],[499],1.0,41.0,00:00:00,0.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_re,,,100.0,400.0,20.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_re,,,100.0,400.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,300.0,700.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:08:30,510.0
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,300.0,700.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:05:33,333.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IRO,,,400.0,400.0,,0.0001,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,,,400.0,500.0,,0.005,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,,,200.0,500.0,,0.1,,,,,,"[946, 1663, 1998]","[999, 1999]",0.8,27.0,00:00:14,14.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IRO,,,400.0,400.0,,0.05,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,,,100.0,700.0,,0.1,,,,,,"[1089, 2032]","[999, 1999]",1.0,61.5,00:01:23,83.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,,,200.0,700.0,,0.005,,,,,,[472],[499],1.0,27.0,00:00:02,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_ROI,,,100.0,500.0,20.0,0.4,,,,,,[379],[499],1.0,120.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_ROI,,,100.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,300.0,400.0,,0.1,,,,,,[],"[999, 1999]",,,00:00:20,20.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_pm,,,100.0,500.0,20.0,0.4,,,,,,[419],[499],1.0,80.0,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_pm,,,100.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,,,300.0,700.0,,0.05,,,,,,[],"[999, 1999]",,,00:01:24,84.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cd,,,200.0,600.0,,0.05,,,,,,[],[499],,,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_rp,,,400.0,500.0,,0.005,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cb,,,200.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cb,,,200.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,,,100.0,700.0,,0.005,,,,,,[],"[999, 1999]",,,00:00:26,26.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cp,,,400.0,700.0,,0.0001,,,,,,[],[499],,,00:00:35,35.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_lp,,,300.0,400.0,10.0,0.4,,,,,,[339],[499],1.0,160.0,00:00:10,10.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_lp,,,300.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_IRO,,,100.0,500.0,,0.05,,,,,,[497],[499],1.0,2.0,00:00:02,2.0
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_2,,,100.0,600.0,,0.05,,,,,,"[991, 2000]","[999, 1999]",1.0,4.5,00:00:38,38.0
Martjushev ADWIN J,Ostovar,Nested_IRO_output_IRO_5,,,200.0,600.0,20.0,0.4,,,,,,"[944, 1920]","[999, 1999]",1.0,67.0,00:15:35,935.0
Martjushev ADWIN WC,Ostovar,Nested_IRO_output_IRO_5,,,200.0,600.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:09:48,588.0
Martjushev ADWIN J,Ostovar,Nested_IRO_output_IRO,,,300.0,500.0,20.0,0.4,,,,,,"[904, 1880]","[999, 1999]",1.0,107.0,00:13:05,785.0
Martjushev ADWIN WC,Ostovar,Nested_IRO_output_IRO,,,300.0,500.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:06:44,404.0
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_2,,,300.0,700.0,,0.005,,,,,,"[1031, 2164]","[999, 1999]",1.0,98.5,00:00:58,58.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,,,300.0,400.0,,0.05,,,,,,[477],[499],1.0,22.0,00:00:01,1.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pm,,,200.0,500.0,,0.0001,,,,,,[],[499],,,00:00:01,1.0
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI,,,100.0,400.0,10.0,0.4,,,,,,"[941, 1962]","[999, 1999]",1.0,47.5,00:10:44,644.0
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI,,,100.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:05:49,349.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,,,400.0,400.0,10.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,,,400.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_lp,,,400.0,400.0,10.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_lp,,,400.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_ROI,,,400.0,500.0,50.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_ROI,,,400.0,500.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,,,200.0,700.0,,0.005,,,,,,"[985, 2075]","[999, 1999]",1.0,45.0,00:00:55,55.0
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO,,,100.0,500.0,10.0,0.4,,,,,,"[904, 1915]","[999, 1999]",1.0,89.5,00:08:07,487.0
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO,,,100.0,500.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:05:14,314.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cb,,,400.0,500.0,20.0,0.4,,,,,,[419],[499],1.0,80.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cb,,,400.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_5,,,300.0,400.0,10.0,0.4,,,,,,"[894, 1925]","[999, 1999]",1.0,89.5,00:10:25,625.0
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_5,,,300.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:07:21,441.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_lp,,,200.0,600.0,10.0,0.4,,,,,,[369],[499],1.0,130.0,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_lp,,,200.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,,,400.0,500.0,,0.005,,,,,,[1028],"[999, 1999]",0.6666666666666666,29.0,00:00:39,39.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_re,,,200.0,500.0,20.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_re,,,200.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pm,,,400.0,700.0,50.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:05,5.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pm,,,400.0,700.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_rp,,,400.0,700.0,,0.005,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_RIO,,,200.0,500.0,50.0,0.4,,,,,,[],[499],,,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_RIO,,,200.0,500.0,50.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_RIO,,,100.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_RIO,,,100.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_sw,,,200.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_sw,,,200.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI,,,300.0,700.0,50.0,0.4,,,,,,"[961, 1912]","[999, 1999]",1.0,62.5,00:08:07,487.0
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI,,,300.0,700.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:35,275.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_IRO,,,400.0,600.0,20.0,0.4,,,,,,"[399, 899]",[499],0.6666666666666666,100.0,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_IRO,,,400.0,600.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_IOR,,,100.0,600.0,20.0,0.4,,,,,,[],[499],,,00:00:11,11.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_IOR,,,100.0,600.0,20.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,,,100.0,700.0,,0.005,,,,,,"[961, 1756]","[999, 1999]",0.5,38.0,00:01:09,69.0
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency,,,200.0,700.0,50.0,0.4,,,,,,"[499, 1550]","[999, 1999]",,,00:02:43,163.0
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency,,,200.0,700.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:01:28,88.0
Martjushev ADWIN J,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,,,100.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:09:43,583.0
Martjushev ADWIN WC,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,,,100.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:06:44,404.0
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,200.0,600.0,,0.0001,,,,,,"[1050, 2100]","[999, 1999]",1.0,76.0,00:00:15,15.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pm,,,100.0,500.0,,0.005,,,,,,[],[499],,,00:00:01,1.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_OIR,,,400.0,600.0,,0.05,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_OIR,,,200.0,400.0,,0.0001,,,,,,[532],[499],1.0,33.0,00:00:03,3.0
Martjushev ADWIN J,Ostovar,Composite_ORI_output_ORI_5,,,400.0,500.0,20.0,0.4,,,,,,[869],"[999, 1999]",0.6666666666666666,130.0,00:12:12,732.0
